3036191	3036197,3036218
3037163	3006434,2658216
3037938	3033128,2986896,3036877,3035365,3005115
3038135	3038235,3038232
3039107	3095410
3040024	3204859,3024407
3040394	3040475,3038143,3040466,3023188,3033180,2989515
3040475	3040466,3040455,3016143,3040535,3040340,3003370,3018013,3015952,3004543
3040718	3040726,3040622,3040773,3040678,3040802
3041447	3041497,3200336
3045425	2582154
3045920	3016586,2979732,3045922,3045915
3048017	3052158
3050320	3083440
3050771	3050738,3050718
3051905	2851205
3052058	2679980
3052391	2968800
3053976	3053949,2651454
3055596	3048403
3055640	3055671,2945585,1365330,3053111,3001682,2920405,2085254,1414859
3057792	2626387
3061625	2575284,3061813,3061647,1974562
3061706	1806415
3064136	3064142,2302895,3058612,3058609
3066332	2943642
3071345	3071190,3198932,3198849
3072687	3072620,3072678,3072672,3062828,3072611,3026049,2862136
3073208	3073209,2610441,2160559,2664050,2964666
3074883	3089183,3089211
3075198	3075209,3075206,3067042,2712140,2710527
3075242	3075222,2846500,2254956
3075279	3075282
3079419	3079534,3101709
3083342	2444163,1426729,3089172,3083399,2639909,2398263,2307028
3089472	3089494,2986148,3089496,3060345,3052249
3092333	3090361,2696728,3216475,3016541,2939415
3097077	3097068
3098049	3098053,3097569,3096619
3103079	3103030
3105437	2954013,3105362,3105502,3105330,2953388
3106661	2030630
3120214	3020881,3050560,3029976,3058144,2984259
3197526	3197525,3197517,3197522,3197523
3205111	3205154
3217596	2931933
3233264	2494833
3244037	2470374
3249438	3249475
495159	495162,2675458,827692,2964441,2964418,3001132,2969118,2813921,2714820,1597619
686823	2840666,3030173,2443062,1974410,3055924,2877786,2583073,1974445,3030176
740381	1433001,1433000
760839	760787
847851	2649014,1867050,847874,847849
867534	2958297,867530,1945541,867529,1428654,2958267,867538
902462	1591307
927465	1266471
950874	950893,950887,950915,384593,2165990,2886006,750673,384606,1257817,1024197,966137,950882,596210,384596,2816385,2289495,2275672,2109460,1398687
978351	1103319
c1346950	2544379,2943250,2943140
c1441954	1742319,2727570,2198757,1642473,475460,2311294,1429028
c1866953	2869246,2875280,2869415,2931151,2874156,2914711,2913311,2869328
c1973954	3024178,3024153
